cdatetime,address,district,beat,grid,crimedescr
1/17/06 12:05,660 J ST,3,3M        ,742,459 PC  BURGLARY BUSINESS
1/17/06 12:10,2250 68TH AVE,5,5A        ,1384,243.2(A)(1) BATT/SCHOOL INJURY
1/17/06 12:10,8TH ST / K ST,3,3M        ,742,3056 PAROLE VIO - I RPT
1/17/06 12:14,18TH ST / W ST,3,3A        ,785,TRAFFIC-ACCIDENT-NON INJURY
1/17/06 12:15,3RD ST / J ST,3,3M        ,732,MISCELLANEOUS I RPT (ZMISC)
1/17/06 12:30,TEMPLE AVE / 16TH AVE,6,6A        ,1051,11377(A)HS POSS AMPHETAMINES
1/17/06 12:31,NATOMAS BLVD / CLUB CENTER DR,1,1A        ,106,TRAFFIC-ACCIDENT-NON INJURY
1/17/06 12:32,5900 RIZA AVE,6,6C        ,1441,273.6(A) PC VIO DV COURT ORDER
1/17/06 12:32,STOCKTON BLVD / 2ND AVE,6,6A        ,1005,TOWED/STORED VEH-14602.6
1/17/06 12:35,2701 RINGGOLD ST,4,4A        ,903,245(A)(1)AWDW/NO FIREARM/CIVIL
1/17/06 13:00,5633 MACK RD,5,5C        ,1606,10851(A)VC TAKE VEH W/O OWNER
1/17/06 13:00,6870 GREENHAVEN DR,4,4C        ,1274,BATTERY - I RPT
1/17/06 13:00,1730 I ST,3,3M        ,736,484 PC   PETTY THEFT/INSIDE
1/17/06 13:00,2250 68TH AVE,5,5A        ,1384,243.2(A)(1) BATT/SCHOOL INJURY
1/17/06 13:04,AZEVEDO DR / BANNON CREEK DR,1,1B        ,434,TOWED/STORED VEH-14602.6
1/17/06 13:05,4701 JOAQUIN WAY,4,4B        ,967,594(B)(1)PC  VANDALISM +$400
1/17/06 13:10,3661 TRUXEL RD,1,1A        ,337,BUSINESS PERMITS - I RPT
1/17/06 13:13,3500 FLORIN RD,5,5B        ,1367,451(D) PC  ARSON OF PROPERTY
1/17/06 13:20,MCCLATCHY WAY / DUDLEY WAY,4,4A        ,903,NARCOTICS SUSP/EVID/ACT- I RPT
1/17/06 13:22,8263 SUNNY CREEK WAY,5,5C        ,1637,245(A)(1)AWDW/NO FIREARM/CIVIL
1/17/06 13:26,2146 SOUTH AVE,2,2B        ,527,273.6(A) PC VIO DV COURT ORDER
1/17/06 13:27,6879 14TH AVE,6,6C        ,1121,GANG ACTIVITY - I RPT
1/17/06 13:30,1021 ACACIA AVE,2,2B        ,544,MISSING PERSON
1/17/06 13:30,2549 69TH AVE,5,5A        ,1386,594(B)(2)(A) VANDALISM/ -$400
1/17/06 13:30,3150 I ST,3,3C        ,831,484 PC   PETTY THEFT/INSIDE
1/17/06 13:31,1301 ETHAN WAY,2,2C        ,637,ACCIDENTAL FIRES/ARSON -I RPT
1/17/06 13:40,FREEPORT BLVD / SUTTERVILLE RD,4,4A        ,957,NON INJ HR/MAIL OUT REPORT
1/17/06 13:45,FLORIN PERKINS RD / KIEFER BLVD,3,3C        ,1126,TRAFFIC-ACCIDENT-NON INJURY
1/17/06 14:00,1008 24TH ST,3,3B        ,747,487(A) PC GRAND THEFT
1/17/06 14:00,430 HARDING AVE,1,1C        ,449,459 PC  BURGLARY RESIDENCE
1/17/06 14:05,SUTTERVILLE RD / FRANKLIN BLVD,4,4B        ,937,11350(A)HS POSS CNTRL SUBST
1/17/06 14:07,545 K ST,3,3M        ,742,11350(B)HS POSSESS QUAALUDES
1/17/06 14:10,FRUITRIDGE RD / MARTIN LUTHER KING JR BL,6,          ,1081,TOWED/STORED VEH-14602.6
1/17/06 14:23,SAINTSBURY DR / DUCKHORN DR,1,1A        ,334,TOWED/STORED VEH-14602.6
1/17/06 14:25,813 SAN JUAN RD,1,1C        ,405,273.6(A) PC VIO DV COURT ORDER
1/17/06 14:35,8TH ST / K ST,3,3M        ,742,243(E)1 BATTERY NONCOHAB SPOUS
1/17/06 14:40,ROSEVILLE RD / MARCONI CIR,2,2C        ,557,653K PC POSS/SELL SWITCHBLADE
1/17/06 14:41,8140 EDDINGTON WAY,5,5C        ,1634,FOUND PROPERTY - I RPT
1/17/06 14:43,15TH AVE / 60TH ST,6,6B        ,1067,10851 VC AUTO THEFT LOCATE
1/17/06 14:44,581 PICO WAY,3,3C        ,824,TOWED/STORED VEHICLE
1/17/06 14:45,150 CREEKS EDGE WAY,5,5B        ,1602,THREATS - I RPT
1/17/06 14:46,3301 FONG RANCH RD,1,1B        ,404,243.2(A)(1) BATT/SCHOOL INJURY
1/17/06 15:00,SAN JUAN RD / TRUXEL RD,1,1B        ,404,308(B) PC MINOR POSS TOBACCO
1/17/06 15:00,3050 DEL PASO BLVD,2,2B        ,546,459 PC  BURGLARY RESIDENCE
1/17/06 15:00,2623 41ST ST,6,6A        ,1015,459 PC  BURGLARY RESIDENCE
1/17/06 15:00,833 CALVADOS AVE,2,2C        ,603,10851 VC AUTO THEFT LOCATE
1/17/06 15:00,1021 FRONT ST,3,3M        ,741,484 PETTY THEFT-SHOPLIFT
1/17/06 15:05,6300 EHRHARDT AVE,5,5C        ,1646,JUVENILE PROBLEMS - I RPT
1/17/06 15:10,VALLEJO WAY / MUIR WAY,4,4A        ,913,211 PC  ROBBERY UNSPECIFIED
1/17/06 15:15,1135 RICHARDS BLVD,3,3A        ,703,487(A) GRAND THEFT-INSIDE
1/17/06 15:16,65TH STREET EXPY / ELDER CREEK RD,6,6C        ,1422,TRAFFIC-ACCIDENT-NON INJURY
1/17/06 15:16,7574 SKELTON WAY,5,5A        ,1393,TOWED/STORED VEHICLE
1/17/06 15:19,3814 SAINTSBURY DR,1,1A        ,333,TOWED/STORED VEH-14602.6
1/17/06 15:20,1103 N B ST,3,3A        ,705,11364 HS POSS DRUG PARAPH
1/17/06 15:29,5770 FREEPORT BLVD,4,4C        ,985,1551(A) FUGITIVE FROM JUSTICE
1/17/06 15:30,8395 FOLSOM BLVD,3,3C        ,1115,241(B) ASSAULT ON POLICE OFFIC
1/17/06 15:30,1944 EL CAMINO AVE,2,2C        ,606,10851(A)VC TAKE VEH W/O OWNER
1/17/06 15:30,3150 I ST,3,3C        ,831,484 PC PETTY THEFT
1/17/06 15:45,CENTER PKWY / EHRHARDT AVE,5,5C        ,1645,NON INJ HR/MAIL OUT REPORT
1/17/06 15:50,3710 FRANKLIN BLVD,4,4B        ,958,484 PETTY THEFT-SHOPLIFT
1/17/06 15:50,NOGALES ST / ALVARADO BLVD,2,2B        ,525,10851 VC AUTO THEFT LOCATE
1/17/06 16:00,FRANKLIN BLVD / 26TH AVE,4,4B        ,969,11364 HS POSS DRUG PARAPH
1/17/06 16:00,500 BERCUT DR,3,3A        ,701,211 PC  ROBBERY UNSPECIFIED
1/17/06 16:00,7564 SKELTON WAY,5,5A        ,1393,TOWED/STORED VEHICLE
1/17/06 16:07,13TH ST / D ST,3,3A        ,715,11350(A)HS POSS CNTRL SUBST
1/17/06 16:07,C ST / 16TH ST,3,3A        ,716,12021(A)(1)PC FELON POSS FRARM
1/17/06 16:10,4850 FREEPORT BLVD,4,4A        ,965,466 PC   POSS OF BURG TOOLS
1/17/06 16:10,113 K ST,3,3M        ,741,484 PETTY THEFT-SHOPLIFT
1/17/06 16:11,BOXWOOD ST / DIXIEANNE AVE,2,2C        ,604,148.9 PC FALSE ID TO OFFICER
1/17/06 16:15,43RD AVE / GLORIA DR,4,4C        ,1225,NON INJ HR/MAIL OUT REPORT
1/17/06 16:16,6715 GLORIA DR,4,4C        ,1272,MISSING PERSON
1/17/06 16:20,1695 ARDEN WAY,2,2C        ,616,484 PC PETTY THEFT
1/17/06 16:25,US 50 WB / 10TH ST,3,3A        ,784,NON INJ HR/MAIL OUT REPORT
1/17/06 16:26,5770 FREEPORT BLVD,4,4C        ,985,1551(A) FUGITIVE FROM JUSTICE
1/17/06 16:26,MARTIN LUTHER KING JR BLVD / 9TH AVE,6,6A        ,1042,243(D) PC BATT/CIVILIAN W/INJ
1/17/06 16:26,1600 VALLEJO WAY,4,4A        ,925,626.10(A) PC POSS WPN SCHL ZN
1/17/06 16:30,3825 ROSIN CT,1,1C        ,409,459 PC  BURGLARY BUSINESS
1/17/06 16:30,6132 RIVERSIDE BLVD,4,4C        ,1251,10851(A)VC TAKE VEH W/O OWNER
1/17/06 16:35,1216 NOGALES ST,2,2B        ,525,487(A) GRAND THEFT-INSIDE
1/17/06 16:37,5770 FREEPORT BLVD,4,4C        ,985,1551(A) FUGITIVE FROM JUSTICE
1/17/06 16:40,5411 GILGUNN WAY,4,4A        ,964,594(B)(1)PC  VANDALISM +$400
1/17/06 16:40,271 MOREY AVE,2,2A        ,501,TOWED/STORED VEHICLE
1/17/06 16:46,15TH ST / W ST,3,3A        ,785,14601.1(A) VC LIC SUSP OTHER
1/17/06 16:47,GREAT SMOKEY ST / KENELWORTH WAY,5,5B        ,1622,TOWED/STORED VEHICLE
1/17/06 16:47,STONECREEK DR / W EL CAMINO AVE,1,1B        ,435,TOWED/STORED VEHICLE
1/17/06 16:49,5330 PRISCILLA LN,6,6C        ,1153,CASUALTY REPORT
1/17/06 16:50,701 PLAZA AVE,2,2B        ,563,484 PC   PETTY THEFT/INSIDE
1/17/06 16:52,GREAT SMOKEY ST / KENELWORTH WAY,5,5B        ,1622,TOWED/STORED VEHICLE
1/17/06 16:55,DEL PASO BLVD / FORREST ST,2,2C        ,602,647(B) PC   PROSTITUTION
1/17/06 16:58,3520 16TH AVE,6,6A        ,1061,11352(A)HS SALE/TRANS CNTL SUB
1/17/06 16:58,6560 KENBRIDGE ST,5,5C        ,1661,10851 VC AUTO THEFT LOCATE
1/17/06 16:59,1601 ARDEN WAY,2,2C        ,618,666 PC PETTY THEFT W/PRI CONV
1/17/06 17:00,5770 FREEPORT BLVD,4,4C        ,985,1551(A) FUGITIVE FROM JUSTICE
1/17/06 17:00,MARYSVILLE BLVD / GRAND AVE,2,2A        ,506,10851(A)VC TAKE VEH W/O OWNER
1/17/06 17:00,1701 SUTTERVILLE RD,4,4A        ,945,459 PC  BURGLARY VEHICLE
1/17/06 17:00,372 FLORIN RD,4,4C        ,1259,484G(B) PC ACCESS CARD FRAUD
1/17/06 17:00,4640 NATOMAS BLVD,1,1A        ,145,484 PC   PETTY THEFT/INSIDE
1/17/06 17:05,TRUXEL RD / SAN JUAN RD,1,1B        ,404,TRAFFIC-ACCIDENT INJURY
1/17/06 17:11,5770 FREEPORT BLVD,4,4C        ,985,1551(A) FUGITIVE FROM JUSTICE
1/17/06 17:14,4120 MARTIN LUTHER KING JR BLVD,6,6A        ,1061,459 PC  BURGLARY BUSINESS
1/17/06 17:16,THORNTON AVE / N 16TH ST,3,3A        ,707,TRAFFIC-ACCIDENT INJURY
1/17/06 17:21,1209 21ST ST,3,3B        ,747,647(F) PC DIP - DISORDERLY
1/17/06 17:24,1930 9TH ST,3,3A        ,773,TRAFFIC-ACCIDENT-NON INJURY
1/17/06 17:30,1701 SUTTERVILLE RD,4,4A        ,945,459 PC  BURGLARY VEHICLE
1/17/06 17:30,2540 SEAMIST DR,1,1B        ,444,10851(A)VC TAKE VEH W/O OWNER
1/17/06 17:30,3008 D ST,3,3C        ,811,484 PETTY THEFT/LICENSE PLATE
1/17/06 17:30,1701 SUTTERVILLE RD,4,4A        ,945,459 PC  BURGLARY VEHICLE
1/17/06 17:30,1689 ARDEN WAY,2,2C        ,619,459 PC  BURGLARY VEHICLE
1/17/06 17:40,DIXIEANNE AVE / EMPRESS ST,2,2C        ,603,653.22(A) LOITER PROSTITUTION
1/17/06 17:43,3160 FOLSOM BLVD,3,3C        ,851,5150 WI DANGER SELF/OTHERS
1/17/06 17:47,43RD AVE / S LAND PARK DR,4,4C        ,1247,TRAFFIC-ACCIDENT INJURY
1/17/06 18:00,5953 RIVERSIDE BLVD,4,4C        ,1251,HARASSMENT - I RPT
1/17/06 18:00,8206 LAKE FOREST DR,3,3C        ,1103,594(B)(2)(A) VANDALISM/ -$400
1/17/06 18:00,6335 MCMAHON DR,6,6B        ,1402,487(A) GRAND THEFT-INSIDE
1/17/06 18:00,2751 WILMINGTON AVE,4,4B        ,958,487(A) PC GRAND THEFT
1/17/06 18:03,4050 FLORIN RD,5,5B        ,1369,POSSIBLE STOLEN PROPERTY-I RPT
1/17/06 18:21,25TH ST / FLORIN RD,4,5A        ,1356,23222(B)POSSESS MARIJ IN VEH
1/17/06 18:30,SERRA WAY / 32ND ST,3,3C        ,861,211 PC  ROBBERY UNSPECIFIED
1/17/06 18:30,1701 SUTTERVILLE RD,4,4A        ,945,459 PC  BURGLARY VEHICLE
1/17/06 18:30,2637 51ST AVE,4,4B        ,1336,TOWED/STORED VEHICLE
1/17/06 18:31,37TH ST / 3RD AVE,6,6A        ,1014,11352(A)HS SALE/TRANS CNTL SUB
1/17/06 18:37,3453 RAMONA AVE,6,6C        ,1113,10851(A)VC TAKE VEH W/O OWNER
1/17/06 18:47,2625 KIT CARSON ST,4,4A        ,903,11350(A)HS POSS CNTRL SUBST
1/17/06 18:49,25 CREEKS EDGE WAY,5,5B        ,1602,11550(A)HS UNDER INFL NARCOTIC
1/17/06 18:52,1370 35TH AVE,4,4C        ,1227,5150 WI DANGER SELF/OTHERS
1/17/06 18:57,360 MOREY AVE,2,2B        ,521,5150 WI DANGER SELF/OTHERS
1/17/06 19:00,FREEPORT BLVD / 14TH AVE,4,4A        ,947,459 PC  BURGLARY VEHICLE
1/17/06 19:00,3800 44TH ST,6,6A        ,1053,459 PC  BURGLARY RESIDENCE
1/17/06 19:00,5700 MACK RD,5,5C        ,1623,BURGLARY - I RPT
1/17/06 19:02,209 NIMITZ ST,2,2A        ,236,HAZARDOUS SITUATION - I RPT
1/17/06 19:14,3900 MARTIN LUTHER KING JR BLVD,6,6A        ,1051,11378 HS POSS/SALE AMPHETAMINE
1/17/06 19:15,65TH ST / 21ST AVE,6,6B        ,1068,FOUND PROPERTY - I RPT
1/17/06 19:19,3500 LARCHWOOD DR,1,1C        ,406,10851 VC AUTO THEFT LOCATE
1/17/06 19:25,ARCADE BLVD / COLFAX ST,2,2B        ,541,243(E)1 BATTERY NONCOHAB SPOUS
1/17/06 19:26,ARENA BLVD / I 5 NB,1,1A        ,325,TRAFFIC - I RPT
1/17/06 19:30,3644 J ST,3,3C        ,843,ROBBERY - I RPT
1/17/06 19:30,2925 CAMARILLO DR,1,1C        ,428,10851(A)VC TAKE VEH W/O OWNER
1/17/06 19:30,3171 RIVERSIDE BLVD,4,4A        ,934,459 PC  BURGLARY BUSINESS
1/17/06 19:36,2703 CONNIE DR,2,2C        ,568,10851 VC AUTO THEFT LOCATE
1/17/06 19:38,2200 O ST,3,3B        ,767,647(F) PC DIP - DISORDERLY
1/17/06 19:39,4641 BARBEE WAY,5,5B        ,1603,PETTY THEFT - I RPT
1/17/06 19:43,5625 24TH ST,4,4B        ,978,20002(A) HIT/RUN
1/17/06 20:00,216 26TH ST,3,3B        ,718,243(E)1 BATTERY NONCOHAB SPOUS
1/17/06 20:01,1725 K ST,3,3M        ,746,11377(A)HS POSS AMPHETAMINES
1/17/06 20:05,2419 DEL PASO BLVD,2,2B        ,563,211 PC ROBBERY- BUSINESS
1/17/06 20:17,8315 FOLSOM BLVD,3,3C        ,1117,10851 VC AUTO THEFT LOCATE
1/17/06 20:18,2330 CASHAW WAY,1,1A        ,348,10851(A)VC TAKE VEH W/O OWNER
1/17/06 20:30,P ST / 26TH ST,3,3B        ,768,10851(A)VC TAKE VEH W/O OWNER
1/17/06 20:30,2555 VENTURE OAKS WAY,1,1B        ,442,10851(A)VC TAKE VEH W/O OWNER
1/17/06 20:30,7399 PATERO CIR,5,5B        ,1369,243(E)1 BATTERY NONCOHAB SPOUS
1/17/06 20:32,5330 STOCKTON BLVD,6,6B        ,1084,484 PETTY THEFT-SHOPLIFT
1/17/06 20:36,1ST AVE / ALHAMBRA BLVD,6,6A        ,1011,11352(A)HS SALE/TRANS CNTL SUB
1/17/06 20:44,6879 14TH AVE,6,6C        ,1121,459 PC  BURGLARY VEHICLE
1/17/06 20:53,12TH ST / N B ST,3,3A        ,709,TRAFFIC-ACCIDENT-NON INJURY
1/17/06 20:56,HELENA AVE / ELLEN ST,2,2B        ,564,10851 VC AUTO THEFT LOCATE
1/17/06 21:19,1901 PEBBLEWOOD DR,1,1B        ,411,ROBBERY - I RPT
1/17/06 21:30,12TH AVE / 34TH ST,6,6A        ,1041,11352(A)HS SALE/TRANS CNTL SUB
1/17/06 21:30,3641 FAR NIENTE WAY,1,1A        ,333,487(A) PC GRAND THEFT
1/17/06 21:30,1531 WATERWHEEL DR,1,1B        ,444,594(B)(2)(A) VANDALISM/ -$400
1/17/06 21:38,1ST AVE / 37TH ST,6,6A        ,1014,TOWED/STORED VEHICLE
1/17/06 21:40,1711 P ST,3,3B        ,766,HARASSMENT - I RPT
1/17/06 21:45,3134 PALMER ST,2,2B        ,546,TOWED/STORED VEH-14602.6
1/17/06 21:48,ALHAMBRA BLVD / STOCKTON BLVD,3,3C        ,851,TRAFFIC-ACCIDENT-NON INJURY
1/17/06 21:55,700 KESNER AVE,2,2A        ,512,10851(A)VC TAKE VEH W/O OWNER
1/17/06 22:00,5445 48TH ST,6,6B        ,1084,10851(A)VC TAKE VEH W/O OWNER
1/17/06 22:00,5710 71ST ST,6,6C        ,1403,10851(A)VC TAKE VEH W/O OWNER
1/17/06 22:00,2330 MOSSY BANK DR,1,1B        ,444,MISSING PERSON
1/17/06 22:00,2523 NORTHVIEW DR,1,1C        ,438,487(A) GRAND THEFT-INSIDE
1/17/06 22:00,4445 VALVERDE WAY,5,5B        ,1618,10851(A)VC TAKE VEH W/O OWNER
1/17/06 22:00,8020 RUSH RIVER DR,4,4C        ,1294,459 PC  BURGLARY VEHICLE
1/17/06 22:00,5300 T ST,6,6B        ,1006,459 PC  BURGLARY VEHICLE
1/17/06 22:03,1735 ARDEN WAY,2,2C        ,620,242 PC  BATTERY CIVILIAN
1/17/06 22:13,3937 HIGH ST,2,2A        ,505,ASSAULT WITH WEAPON - I RPT
1/17/06 22:37,8580 YOUNGER CREEK DR,6,6C        ,1427,PERSON INFORMATION - I RPT
1/17/06 22:50,LEE DR / ALTOS AVE,2,2B        ,543,11364 HS POSS DRUG PARAPH
1/17/06 22:51,8TH AVE / SAN JOSE WAY,6,6A        ,1032,11352(A)HS SALE/TRANS CNTL SUB
1/17/06 23:00,53 ARCADE BLVD,2,2B        ,541,10851(A)VC TAKE VEH W/O OWNER
1/17/06 23:00,1224 ISABEL ST,3,3A        ,709,BATTERY - I RPT
1/17/06 23:00,2217 W ST,3,3B        ,787,594(B)(2)(A) VANDALISM/ -$400
1/17/06 23:30,5640 40TH AVE,6,6B        ,1401,459 PC  BURGLARY RESIDENCE
1/17/06 23:38,JACKSON RD / FLORIN PERKINS RD,3,6C        ,1126,TRAFFIC-ACCIDENT-NON INJURY
1/17/06 23:39,NORTHGATE BLVD / PATIO AVE,1,1C        ,409,TOWED/STORED VEHICLE
1/17/06 23:59,3174 CRAIGMONT ST,2,2B        ,537,MISCELLANEOUS I RPT (ZMISC)
1/17/06 23:59,262 W EL CAMINO AVE,1,1C        ,449,594(B)(1)PC  VANDALISM +$400
1/18/06 0:00,723 56TH ST,3,3C        ,825,530.5 PC USE PERSONAL ID INFO
1/18/06 0:00,6943 TRANQUILITY DR,5,5B        ,1358,1708 US   THEFT OF MAIL
1/18/06 0:00,6106 MCLAREN AVE,4,4C        ,1311,594(B)(1)PC  VANDALISM +$400
1/18/06 0:00,6205 RIVERSIDE BLVD,4,4C        ,1265,530.5 PC USE PERSONAL ID INFO
1/18/06 0:01,5955 LAGUNA RANCH CIR,5,5C        ,1651,10851(A)VC TAKE VEH W/O OWNER
1/18/06 0:01,2557 20TH ST,4,4A        ,907,484 PC  PETTY THEFT/ OUTSIDE
1/18/06 0:01,2318 ANITA AVE,4,4B        ,968,459 PC  BURGLARY VEHICLE
1/18/06 0:01,6304 MCMAHON DR,6,6B        ,1402,484G(B) PC ACCESS CARD FRAUD
1/18/06 0:19,3222 19TH AVE,6,6A        ,1061,TOWED/STORED VEHICLE
1/18/06 0:30,7456 FRANKLIN BLVD,5,5B        ,1602,11364 HS POSS DRUG PARAPH
1/18/06 0:55,ARCADE BLVD / BRANCH ST,2,2B        ,544,11377(A)HS POSS AMPHETAMINES
1/18/06 1:00,5755 MUSKINGHAM WAY,5,5C        ,1661,459 PC  BURGLARY VEHICLE
1/18/06 1:00,117 HARTNELL PL,3,3C        ,876,459 PC  BURGLARY RESIDENCE
1/18/06 1:00,1501 16TH ST,3,3B        ,766,459 PC  BURGLARY VEHICLE
1/18/06 1:02,2560 W EL CAMINO AVE,1,1B        ,440,211 PC ROBBERY- BUSINESS
1/18/06 1:19,2331 NORTHVIEW DR,1,1C        ,447,ACCIDENTAL FIRES/ARSON -I RPT
1/18/06 1:25,SHINING STAR DR / LA FRESA CT,5,5B        ,1602,23152(A) VC DUI-ALCOHOL/DRUGS
1/18/06 1:30,5210 71ST ST,6,6C        ,1152,459 PC  BURGLARY VEHICLE
1/18/06 1:55,34TH AVE / 59TH ST,6,6B        ,1401,11377(A)HS POSS AMPHETAMINES
1/18/06 2:00,6001 RIZA AVE,6,6C        ,1441,459 PC  BURGLARY RESIDENCE
1/18/06 2:00,1700 WENTWORTH AVE,4,4A        ,965,594(B)(2)(A) VANDALISM/ -$400
1/18/06 2:05,2231 NORTHVIEW DR,1,1C        ,447,TOWED/STORED VEHICLE
1/18/06 2:09,STOCKTON BLVD / MACK RD,5,5C        ,1607,245(A)(1)AWDW/NO FIREARM/CIVIL
1/18/06 2:11,STOCKTON BLVD / ELDER CREEK RD,6,6C        ,1421,485 PC PT OF FOUND PROPERTY
1/18/06 2:22,FREEPORT BLVD / 35TH AVE,4,4C        ,1302,TOWED/STORED VEH-14602.6
1/18/06 2:55,114 TINKER WAY,2,2A        ,236,10851(A)VC TAKE VEH W/O OWNER
1/18/06 2:57,4925 15TH AVE,6,6B        ,1064,NEIGHBORHOOD DISTURBANCE-I RPT
1/18/06 4:00,2025 EDISON AVE,2,2C        ,558,HIT AND RUN /SUSPECTS- I RPT
1/18/06 4:00,ROSEVILLE RD / MARCONI AVE,2,2C        ,557,20002(A) HIT/RUN
1/18/06 4:00,7580 CENTER PKWY,5,5B        ,1603,459 PC  BURGLARY VEHICLE
1/18/06 4:11,1710 AUBURN BLVD,2,2C        ,567,10851 VC AUTO THEFT LOCATE
1/18/06 4:40,SAN JUAN RD / EL CENTRO RD,1,          ,343,TOWED/STORED VEHICLE
1/18/06 5:00,3291 TRUXEL RD,1,1B        ,412,484 PC  PETTY THEFT/ OUTSIDE
1/18/06 5:30,3661 TRUXEL RD,1,1A        ,337,LOST PROPERTY - I RPT
1/18/06 5:45,6613 COUGAR DR,6,6C        ,1443,459 PC  BURGLARY RESIDENCE
1/18/06 6:00,200 BICENTENNIAL CIR,3,3C        ,1102,487(A) GRAND THEFT-INSIDE
1/18/06 7:36,7909 34TH AVE,6,6C        ,1405,290(A)(1)(D) FAIL TO REG-5 DAY
1/18/06 7:40,2515 28TH ST,4,4A        ,908,TOWED/STORED VEHICLE
1/18/06 7:42,MARCONI AVE / ROSEVILLE RD,2,2C        ,557,TRAFFIC-ACCIDENT-NON INJURY
1/18/06 7:52,NORWOOD AVE / I 80 EB,2,2A        ,511,TOWED/STORED VEH-14602.6
1/18/06 7:55,I ST / 5TH ST,3,3M        ,732,TRAFFIC-ACCIDENT INJURY
1/18/06 7:55,2861 TAFT ST,2,2B        ,564,TOWED/STORED VEH-14602.6
1/18/06 8:00,2410 E ST,3,3B        ,728,LOST PROPERTY - I RPT
1/18/06 8:00,FRUITRIDGE RD / FRANKLIN BLVD,4,4B        ,969,FOUND PROPERTY - I RPT
1/18/06 8:00,4500 TYNEBOURNE ST,1,1A        ,304,CHILD CUSTODY - I RPT
1/18/06 8:00,936 JOHNFER WAY,4,4C        ,1253,484G(B) PC ACCESS CARD FRAUD
1/18/06 8:00,1650 EL CAMINO AVE,2,2C        ,605,484G(B) PC ACCESS CARD FRAUD
1/18/06 8:00,3017 NOTRE DAME DR,3,3C        ,1115,594(B)(2)(A) VANDALISM/ -$400
1/18/06 8:00,8200 CENTER PKWY,5,5B        ,1633,459 PC  BURGLARY VEHICLE
1/18/06 8:00,6860 STEAMBOAT WAY,4,4C        ,1264,530.5 PC USE PERSONAL ID INFO
1/18/06 8:00,1 SHOAL CT,4,4C        ,1262,594(B)(2)(A) VANDALISM/ -$400
1/18/06 8:00,707 MCCLATCHY WAY,4,4A        ,903,594(B)(2)(A) VANDALISM/ -$400
1/18/06 8:00,MORELL ST / RIVERMONT CT,1,1C        ,447,10851 VC AUTO THEFT LOCATE
1/18/06 8:00,200 COOKINGHAM WAY,2,2B        ,531,SUSP PERS-NO CRIME - I RPT
1/18/06 8:10,324 T ST,3,3A        ,782,5150 WI DANGER SELF/OTHERS
1/18/06 8:30,1011 12TH ST,3,3M        ,744,245(A)(1)AWDW/NO FIREARM/CIVIL
1/18/06 8:30,5201 JACINTO AVE,5,5C        ,1644,459 PC  BURGLARY RESIDENCE
1/18/06 8:51,DEL PASO BLVD / ELEANOR AVE,2,2B        ,564,TOWED/STORED VEHICLE
1/18/06 8:56,FRANKLIN BLVD / SUTTERVILLE RD,4,4B        ,937,TOWED/STORED VEHICLE
1/18/06 8:59,5399 FRUITRIDGE RD,6,6B        ,1084,484G(B) PC ACCESS CARD FRAUD
1/18/06 9:00,2820 CONNIE DR,2,2C        ,567,484G(B) PC ACCESS CARD FRAUD
1/18/06 9:00,134 FOUNTAIN OAKS CIR,4,4C        ,1296,459 PC  BURGLARY VEHICLE
1/18/06 9:03,4315 BURGESS DR,2,2A        ,233,459 PC  BURGLARY RESIDENCE
1/18/06 9:16,914 12TH ST,3,3M        ,734,290(A)(1)(D) FAIL TO REG-5 DAY
1/18/06 9:30,1701 SUTTERVILLE RD,4,4A        ,945,459 PC  BURGLARY VEHICLE
1/18/06 9:30,2015 4TH ST,3,3A        ,782,211 PC  ROBBERY UNSPECIFIED
1/18/06 9:32,ELDER CREEK RD / 65TH STREET EXPY,6,6C        ,1422,TRAFFIC-ACCIDENT INJURY
1/18/06 9:33,19TH ST / 14TH AVE,4,4A        ,945,TOWED/STORED VEHICLE
1/18/06 9:40,53RD ST / H ST,3,3C        ,825,TOWED/STORED VEHICLE
1/18/06 9:40,CELEBRITY ST / CAPRICE CT,5,5A        ,1501,TOWED/STORED VEHICLE
1/18/06 9:45,1735 ARDEN WAY,2,2C        ,620,10851(A)VC TAKE VEH W/O OWNER
1/18/06 9:45,2518 X ST,4,4A        ,908,459 PC  BURGLARY RESIDENCE
1/18/06 10:00,204 RIVER ACRES DR,4,4C        ,1254,459 PC  BURGLARY RESIDENCE
1/18/06 10:00,8326 HOLLY JILL WAY,5,5C        ,1642,459 PC  BURGLARY RESIDENCE
1/18/06 10:00,1217 RIVERA DR,2,2B        ,525,10851(A)VC TAKE VEH W/O OWNER
1/18/06 10:00,5351 47TH AVE,6,6B        ,1421,530.5 PC USE PERSONAL ID INFO
1/18/06 10:02,GINGHAMTON WAY / SANTA ANA AVE,2,2A        ,213,11357(B)HS POSS -28.5GR MARIJ
1/18/06 10:05,DIXIEANNE AVE / OAKMONT ST,2,2C        ,603,TOWED/STORED VEH-14602.6
1/18/06 10:10,6879 14TH AVE,6,6C        ,1121,GANG ACTIVITY - I RPT
1/18/06 10:15,MARYSVILLE BLVD / ROANOKE AVE,2,2A        ,516,TOWED/STORED VEH-14602.6
1/18/06 10:16,ARCADE BLVD / MARYSVILLE BLVD,2,2B        ,537,NARCOTICS SUSP/EVID/ACT- I RPT
1/18/06 10:30,MARYSVILLE BLVD / MAIN AVE,2,2A        ,214,10851(A)VC TAKE VEH W/O OWNER
